# Constructed from biom file
#OTU ID	ERR537638	ERR537639	ERR537640	ERR537641	ERR537642	ERR537643	ERR537644	ERR537646	ERR537648	ERR537649	ERR537650	ERR537651	ERR537652	ERR537653	ERR537654	ERR537655	ERR537656	ERR537657	ERR537658	ERR537659	ERR537660	ERR537661	ERR537662	ERR537663	ERR537664	ERR537665	ERR537666	ERR537667	ERR537668	ERR537669	ERR537670	ERR537671	ERR537672	ERR537674	ERR537675	ERR537676	ERR537677	ERR537678	ERR537679	ERR537680	ERR537681	ERR537682	ERR537683	ERR537684	ERR537685	ERR537686	ERR537687	ERR537688	ERR537690	ERR537691	ERR537692	ERR537693	ERR537694	ERR537696	ERR537697	ERR537698	ERR537699	ERR537700	ERR537701	ERR537702	ERR537703	ERR537704	ERR537705	ERR537706	ERR537707	ERR537708	ERR537709	ERR537710	ERR537711	ERR537712	ERR537713	ERR537714	ERR537715	ERR537716	ERR537717	ERR537718	ERR537719	ERR537720	ERR537721	ERR537722	ERR537723	ERR537724	ERR537725	ERR537726	ERR537727	ERR537728	ERR537729	ERR537730	ERR537731	ERR537732	ERR537733	ERR537734	ERR537735	ERR537736	ERR537737	ERR537738	ERR537739	ERR537740	ERR537741	ERR537742	ERR537743	ERR537744	ERR537745	ERR537746	ERR537747	ERR537748	ERR537749	ERR537750	ERR537751	ERR537752	ERR537753	ERR537754	ERR537755	ERR537756	ERR537757	ERR537758	ERR537759	ERR537760	ERR537761	ERR537762	ERR537763	ERR537764	ERR537765	ERR537766	ERR537767	ERR537768	ERR537769	ERR537770	ERR537771	ERR537773	ERR537774	ERR537775	ERR537776	ERR537777
Unassignable;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127877237852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.51230139353e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unclassified;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000143232275006	0.0	0.0	0.0	0.000185437013228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000249078409883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127877237852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.43618778014e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000119990400768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000164374554819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000108383460684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;Other;Other;Other	0.00578716107598	0.00532236603363	0.00360932649968	0.00206043956044	0.00455205172186	0.00561654327291	0.00269687162891	0.00504722762997	0.00352477710968	0.00685264123455	0.00277718436232	0.00322465066284	0.00345075485262	0.00275793791104	0.00510450808662	0.00401710509265	0.00680631731976	0.00661738824358	0.00635838150289	0.00999609908328	0.00802100740033	0.00274008350731	0.0116648044693	0.0137288551115	0.00921003832365	0.0133452754142	0.00944548489537	0.00737521401291	0.00282485875706	0.00707089668982	0.00672884743504	0.00953687821612	0.0133022946458	0.00924752032217	0.00944017563117	0.00904686861612	0.0128126371215	0.00909090909091	0.00700690751876	0.00589248481552	0.0169630803545	0.0118561323105	0.00835136086935	0.00484953165482	0.00805608511162	0.0204952194165	0.0136449302676	0.0264505718094	0.00803510070307	0.00667055478603	0.0096547314578	0.0130229529546	0.00935392647379	0.00322803781416	0.0121734719757	0.0113057948316	0.0116043119848	0.010965808473	0.0070757836265	0.0125713779824	0.00826138731765	0.00596379126731	0.0110579796772	0.0105213493749	0.0150219987429	0.0186187141948	0.0111226073461	0.0109364814949	0.00639880094541	0.00946549975585	0.0178652047727	0.00621999456505	0.0220973206036	0.00923018365211	0.013733233714	0.00677945764339	0.00352112676056	0.00425604358189	0.00628252316284	0.0076893502499	0.0121123464014	0.00707042139712	0.00702740688686	0.00667686743636	0.016754727475	0.00410966616	0.0137964537284	0.00391780011827	0.00183131549496	0.00826224822473	0.00100722834459	0.013589691967	0.013	0.000916403624885	0.0102575537964	0.00821872774095	0.00820977821345	0.00385164051355	0.00522466039707	0.0167895531669	0.0104503607863	0.0102001645188	0.0355527201021	0.00711938663746	0.00747266099635	0.0155416730154	0.00687239807044	0.000804397372302	0.00848960973137	0.0320958743715	0.0247148288973	0.0121346205417	0.0253108348135	0.000135290536427	0.000523759641939	0.0127431254192	0.0188182451793	0.00423113356489	0.00737953986398	0.00563349166022	0.0212148568481	0.0100254701133	0.0109982486865	0.00832593250444	0.00728351766927	0.0112303355461	0.00448308653716	0.000958530925235	0.00124057165542	0.0113577362409	0.00355351170569	0.0144169835234	0.000326264274062	0.000522125048949
k__Bacteria;p__Actinobacteria;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000152369343288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205366922234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	0.0	0.0	0.0	0.0	0.0	0.000127648710748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000259168070494	0.0	0.0	0.0	0.0	0.0	0.000130480167015	0.000134078212291	0.0	0.0	0.0	0.0	0.000197550375346	0.000141242937853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000175515577007	0.000219941348974	9.93887591313e-05	0.0	0.0	0.0	0.0	0.000132863880954	0.0	0.0	0.0	0.000140321335859	0.0	7.29022380987e-05	0.000127877237852	0.0	0.000217533173809	0.0	0.000126806999746	0.0	0.0	0.0	0.0	8.85308308618e-05	0.0	0.000141995030174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000179985601152	0.0	0.000113494495517	0.0	0.0	0.0	8.0804815967e-05	0.000374795033966	0.0	0.0	0.0	0.0	0.0	0.00010173974972	0.0	0.0	0.0	0.0	0.000152733937481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016087947446	0.0	0.0	0.000486338314617	0.000134084204881	0.000148016577857	0.000135290536427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010089799213	0.0	0.0	0.000209030100334	0.000158428390368	0.000108754758021	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales	0.0260958096667	0.0218337970243	0.0517577420053	0.0	0.0197915292255	0.0389328567781	0.0582524271845	0.036195832432	0.0165871863985	0.0209356283386	0.0371715445418	0.0	0.0208483105679	0.0304787497348	0.0481973026705	0.0052481534275	0.043415053195	0.039845124956	0.0010838150289	0.026428710747	0.000620673191693	0.0404488517745	0.00183240223464	0.0175288060799	0.00488317468167	0.000716524854456	0.00407132969628	0.00223890425392	0.061511299435	0.0170827858081	0.00233177881412	0.00260720411664	0.000110852455382	0.00134238198225	0.00142700329308	0.00250977645479	0.00421237384818	0.000439882697947	0.0269840481042	0.0	0.00675001467394	0.000846866593604	0.00160990089048	0.0	0.0	0.0283893111057	0.000301545420279	0.0177506489862	0.00512766294867	0.0518699424072	0.000191815856777	0.0	0.00514828511348	0.000384290215971	0.0	0.00048942834769	0.0232086239696	0.0	0.0193096151303	0.0018591474481	0.0126525751712	0.0	0.000697350069735	0.0246284501062	0.000879949717159	0.0472098451093	0.000193998965339	0.00181067574419	0.0122211333372	0.000187807534838	0.000128990648178	0.00241553186992	0.0	0.0108954229708	0.000391361582524	0.00323974082073	0.0458423618635	0.000170241743275	0.0319837542835	0.000153787004998	0.000877706260971	8.0804815967e-05	0.0	0.0277507302824	0.00111234705228	0.143444238023	0.0028175856206	0.0050266114725	0.0300132261675	0.000312625608503	0.0	0.024511777733	0.0	0.144995417982	0.00117069907459	0.0180264095118	0.100355348609	0.0108416547789	0.0367965367965	0.0323354357289	0.000248818113959	0.00104195228955	0.0	0.0655805038335	0.00631834750911	0.0576717964346	0.00171809951761	0.0351923850382	0.0193867207299	0.0033060128108	0.0	0.0113971574149	0.0	0.0263816546033	0.0	0.00737759892689	0.0439866800898	0.00157878118093	0.0131674142671	0.0347950955484	0.0005158627805	0.000108383460684	0.0	0.026865008881	0.0035068788778	0.0655633354551	0.0010188833039	0.0516093229745	0.0168717745137	0.000129802699896	0.0139353400223	0.0	0.0509516041327	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales	0.00321508948666	0.000725777186404	0.00483649750956	0.00334821428571	0.00178123763029	0.00421240745468	0.0013099090769	0.00396567885212	0.000760246043265	0.000971240489937	0.00336466566973	0.00107488355428	0.00230050323508	0.00551587582208	0.00188060824244	0.00317480886355	0.00416308729267	0.00471664906723	0.00411849710983	0.00399843963331	0.000668417283361	0.00156576200418	0.000893854748603	0.00318705565089	0.00197799480776	0.00107478728168	0.000814265939256	0.0013170025023	0.00338983050847	0.00225267505162	0.000133244503664	0.00116638078902	0.000498836049218	0.00104407487508	0.000933040614709	0.000758769625868	0.00219394471259	0.00102639296188	0.00412463350395	0.00154111141329	0.00299348476845	0.0023413370529	0.00020123761131	0.00106291104763	0.00270586064818	0.00387349840647	0.000904636260837	0.000491124675507	0.000105725009251	0.00371801414303	0.000639386189258	0.00122090183949	0.00261039808571	0.00169087695027	0.000317017499366	0.000880971025842	0.00126823081801	0.000749216727966	0.00211612220606	0.00221327077155	0.000744269127717	0.000354987575435	0.0017931858936	0.000424628450106	0.00113136392206	0.00249310417993	0.000775995861355	0.000941551386978	0.00126823081801	0.000788791646321	0.000386971944534	0.00135873667683	0.000923929781337	0.000666095727472	0.000569253210944	0.00209983201344	0.00331798483207	0.0013619339462	0.00342683081609	0.00138408304498	0.000877706260971	8.0804815967e-05	0.000796439447177	0.0020169703714	0.000903781979978	0.01232899848	0.000631527811513	0.000739207569486	0.000254349374301	0.000625251217007	0.00154046687996	0.000301993154822	0.0	0.000152733937481	0.000724718474746	0.00197249465783	0.00202181105257	0.00292439372325	0.0038065382893	0.000977169761038	0.000933067927345	0.00285165889772	0.0013919498898	0.00177984665936	0.00285540704739	0.000533292701508	0.000462565254741	0.00107252982974	0.000253421186011	0.000619877402025	0.000972676629233	0.000804505229284	0.00123347148214	0.000338226341067	0.000333301590325	0.000372606006409	0.00108417873461	0.000947268708557	0.00159166546086	0.000773224345521	0.00025793139025	0.000541917303419	0.0015411558669	0.00133214920071	0.00114647963313	0.000591070291898	0.0	0.0010089799213	9.92457324335e-05	0.000649013499481	0.000557413600892	0.000369666244191	0.000326264274062	0.000326328155593
k__Bacteria;p__Bacteroidetes;Other;Other	0.00117886614511	0.00127011007621	0.000938424889916	0.000343406593407	0.00013194352817	0.0029359203472	0.000616427800894	0.000793135770423	0.00165871863985	0.00113311390493	0.000427259132664	0.000895736295235	0.000862688713156	0.000495014496853	0.000698511632905	0.000518336140987	0.000859049758805	0.000844772967265	0.00101156069364	0.00195045835771	0.000668417283361	0.000521920668058	0.00160893854749	0.00183868595244	0.00148349610582	0.00170174652933	0.00113997231496	0.000921901751613	0.00112994350282	0.00168950628872	0.000799467021985	0.000960548885077	0.00116395078151	0.00261018718771	0.00257958287596	0.000583668942976	0.0024572180781	0.00117302052786	0.00139144262784	0.000634575287825	0.00158478605388	0.00074723522965	0.000503094028274	0.000398591642862	0.00135293032409	0.000784506006374	0.00294006784772	0.000841928015155	0.00232595020352	0.00120288692863	0.000511508951407	0.000651147647729	0.0007976216373	0.000230574129583	0.00107785949784	0.00107674236492	0.00139505389981	0.00149843345593	0.000132257637879	0.00110663538577	0.000223280738315	0.000212992545261	0.000697350069735	0.00193441849493	0.0	0.00190961171229	0.00148732540093	0.00115883247628	0.000922349685825	0.00169026781354	0.000386971944534	0.000815242006099	0.001385894672	0.000666095727472	0.000960614793468	0.000959923206144	0.000270855904659	0.000794461468619	0.000380758979566	0.000999615532488	0.000877706260971	0.00105046260757	0.00131178261888	0.00187786896648	0.00104282536151	0.000450374373698	0.000388632499393	0.000147841513897	0.00010173974972	0.000491268813363	0.0	0.000654318502114	0.00126086956522	0.000152733937481	0.0	0.00131499643855	0.000857738022301	0.00135520684736	0.000447828034035	0.00106600337568	0.00136849962677	0.000822593912805	0.00150794571395	0.000684556407448	0.00164034021871	0.000304738686576	0.000660807506773	0.0	0.000696908261531	0.000137750533783	0.000663188610841	0.000469294717082	0.000296033155713	0.0	0.0	0.000968775616663	0.00255556416015	0.000315756236186	0.000434090580234	0.000497072793549	0.00225689966469	0.000162575191026	0.000560420315236	0.000666074600355	0.000472079848934	0.000454669455306	0.000543404428746	0.0	0.0	0.0	0.000348383500557	0.00100337980566	0.0	0.000130531262237
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.579841388919	0.473448651264	0.55266007363	0.711538461538	0.602784008444	0.501276487107	0.479118508245	0.535510851539	0.579376598245	0.492203097178	0.572473830378	0.711393765675	0.651114306254	0.612403648964	0.531782279297	0.790916159129	0.632458864733	0.604083069342	0.588439306358	0.517017749171	0.711530198138	0.669885177453	0.619709497207	0.411926942878	0.529175423415	0.521271831617	0.491165214559	0.558277360727	0.648305084746	0.504786934485	0.530313124584	0.508953687822	0.543952998559	0.513908568872	0.612403951701	0.740500787953	0.504782799473	0.506964809384	0.525021120111	0.494243495603	0.558255561425	0.380890704394	0.649846556321	0.427489536969	0.429309390566	0.495709732778	0.5293629853	0.583035150495	0.609821853359	0.551250273383	0.653260869565	0.569184437571	0.351388586759	0.583045115671	0.647920365204	0.595585356304	0.515155358275	0.522544612451	0.604351276286	0.523969722456	0.524486454302	0.576712815051	0.56863917115	0.540410474168	0.46253928347	0.462444302992	0.574948266943	0.450930687333	0.700409292673	0.618037035646	0.601676878426	0.591292007609	0.55990144749	0.660148444191	0.498701391113	0.565994720422	0.5755687974	0.49443876972	0.609912425435	0.814686658977	0.571445289643	0.477839279221	0.644975404076	0.459799693977	0.483870967742	0.320047289309	0.577216419723	0.488320520402	0.245091057076	0.401813228529	0.585969901647	0.350815381518	0.374695652174	0.0466347622442	0.202363697179	0.506383211879	0.393517951231	0.471611982882	0.524779817883	0.556809096562	0.546715600896	0.488894982177	0.534740749333	0.570440854326	0.605467800729	0.169053786378	0.549725764885	0.0143450864727	0.686708058794	0.1836903368	0.323724467238	0.444690265487	0.289273731991	0.00128526009606	0.177173602514	0.617780758626	0.45729110199	0.535269971582	0.578787440313	0.746603335911	0.481686871292	0.506855253888	0.663117338004	0.524311722913	0.550310223901	0.356779121579	0.785287325092	0.0374836040763	0.639837236999	0.411799065421	0.557413600892	0.476605407689	0.00239260467645	0.116629682809
